id_partido,liga,fecha_hora,equipo_visitante,equipo_local,abridor_visitante,abridor_local,favorito_sabermetrico,probabilidad_inicial,prob_mercado,es_valor,factor_riesgo,score_b1_pitcheo_away,score_b1_pitcheo_home,score_b2_ofensiva_away,score_b2_ofensiva_home,score_b3_bullpen_away,score_b3_bullpen_home,score_b4_eficiencia_away,score_b4_eficiencia_home,senal_moneyline,nivel_certidumbre,fip_away,xfip_away,kbb_away,fip_home,xfip_home,kbb_home,wrc_away,wrc_home,wrc_vs_rhp_away,wrc_vs_lhp_away,wrc_vs_rhp_home,wrc_vs_lhp_home,abridor_mano_away,abridor_mano_home,war_bullpen_away,war_bullpen_home,pitcheos_72h_away,pitcheos_72h_home,baseruns_diff_away,baseruns_diff_home,descripcion_analisis,resultado,probabilidad_actualizada,marcador_final,ganador_real,fecha_actualizacion
823698,MLB,2026-06-04,Kansas City Royals,Minnesota Twins,Seth Lugo,Andrew Morris,Kansas City Royals,51.30%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.3% < 57.0%),67.1,53.4,32.9,35.6,28.8,27.3,53.9,50.0,NO APOSTAR,BAJA,3.48,3.37,12.3%,4.05,3.92,12.2%,94,94,100,100,100,100,R,R,1.54,1.36,120,105,-1.2,0.0,Favorito: Kansas City Royals (51.3%) [BAJA] || Score_Pitcheo: Kansas City Royals=37.8 | Minnesota Twins=36.4 (diff=1.3) || Pitcheo: Kansas City Royals FIP=3.48/xFIP=3.37 | Minnesota Twins FIP=4.05/xFIP=3.92 || wRC+: Kansas City Royals=94 | Minnesota Twins=94 (diff=0) || PF=99 | Bullpen WAR: Kansas City Royals=1.54 Minnesota Twins=1.36 | Fatiga(72h): Kansas City Royals=120 Minnesota Twins=105 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (51.3% < 57.0%),pendiente,51.30%,—,—,2026-06-04 00:40
846398,LMB,2026-06-04 18:00,Rieleros de Aguascalientes,Tecos de los Dos Laredos,Oscar De La Cruz,Tyler Ivey,Tecos de los Dos Laredos,57.40%,N/D,NO,Medio,34.5,62.0,78.0,64.2,20.0,55.0,25.0,45.0,APRETA TRIGGER VISITANTE,MEDIA,4.17,4.17,3.20,4.47,4.47,3.00,254.00,200.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Tecos de los Dos Laredos (57.4%) || B1 Pit: Rieleros de Aguascalientes=34.5 | Tecos de los Dos Laredos=62.0 || B2 Of: Rieleros de Aguascalientes=78.0 | Tecos de los Dos Laredos=64.2 || B3 Bp: Rieleros de Aguascalientes=20.0 | Tecos de los Dos Laredos=55.0 || B4 Ef: Rieleros de Aguascalientes=25.0 | Tecos de los Dos Laredos=45.0 || P: Oscar De La Cruz vs Tyler Ivey | FIP: 4.17/4.47 K/BB: 3.20/3.00 Forma: 5-5 (L1) / 3-7 (W1),acertado,57.40%,Rieleros de Aguascalientes 0 - 6 Tecos de los Dos Laredos,Tecos de los Dos Laredos,2026-06-04 05:35
846257,LMB,2026-06-04 18:30,Guerreros de Oaxaca,Tigres de Quintana Roo,Tommy Romero,Colton Eastman,Guerreros de Oaxaca,53.90%,N/D,NO,Medio,44.8,50.5,79.5,64.2,35.0,45.0,70.0,25.0,NO APOSTAR,BAJA,7.00,7.00,1.17,6.43,6.43,1.67,266.00,170.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Guerreros de Oaxaca (53.9%) || B1 Pit: Guerreros de Oaxaca=44.8 | Tigres de Quintana Roo=50.5 || B2 Of: Guerreros de Oaxaca=79.5 | Tigres de Quintana Roo=64.2 || B3 Bp: Guerreros de Oaxaca=35.0 | Tigres de Quintana Roo=45.0 || B4 Ef: Guerreros de Oaxaca=70.0 | Tigres de Quintana Roo=25.0 || P: Tommy Romero vs Colton Eastman | FIP: 7.00/6.43 K/BB: 1.17/1.67 Forma: 3-7 (L6) / 6-4 (W3),fallido,53.90%,Guerreros de Oaxaca 1 - 5 Tigres de Quintana Roo,Tigres de Quintana Roo,2026-06-04 05:35
846441,LMB,2026-06-04 19:00,Bravos de Leon,Diablos Rojos del Mexico,Felipe Gonzalez,Justin Courtney,Diablos Rojos del Mexico,63.50%,N/D,NO,Alto,37.5,40.5,89.0,88.0,25.0,25.0,70.0,80.0,NO APOSTAR,BAJA,5.78,5.78,1.69,6.41,6.41,2.07,321.00,310.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Diablos Rojos del Mexico (63.5%) || B1 Pit: Bravos de Leon=37.5 | Diablos Rojos del Mexico=40.5 || B2 Of: Bravos de Leon=89.0 | Diablos Rojos del Mexico=88.0 || B3 Bp: Bravos de Leon=25.0 | Diablos Rojos del Mexico=25.0 || B4 Ef: Bravos de Leon=70.0 | Diablos Rojos del Mexico=80.0 || P: Felipe Gonzalez vs Justin Courtney | FIP: 5.78/6.41 K/BB: 1.69/2.07 Forma: 6-4 (W2) / 7-3 (L2),fallido,63.50%,Bravos de Leon 8 - 4 Diablos Rojos del Mexico,Bravos de Leon,2026-06-04 05:35
846534,LMB,2026-06-04 19:00,El Aguila de Veracruz,Piratas de Campeche,Dinelson Lamet,Joe Record,Piratas de Campeche,42.90%,N/D,NO,Alto,44.0,36.0,61.8,68.5,35.0,25.0,15.0,15.0,APRETA TRIGGER LOCAL,ALTA,5.60,5.60,1.78,4.86,4.86,5.67,172.00,214.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Piratas de Campeche (42.9%) || B1 Pit: El Aguila de Veracruz=44.0 | Piratas de Campeche=36.0 || B2 Of: El Aguila de Veracruz=61.8 | Piratas de Campeche=68.5 || B3 Bp: El Aguila de Veracruz=35.0 | Piratas de Campeche=25.0 || B4 Ef: El Aguila de Veracruz=15.0 | Piratas de Campeche=15.0 || P: Dinelson Lamet vs Joe Record | FIP: 5.60/4.86 K/BB: 1.78/5.67 Forma: 3-7 (W2) / 3-7 (L2),fallido,42.90%,El Aguila de Veracruz 10 - 5 Piratas de Campeche,El Aguila de Veracruz,2026-06-04 05:35
846124,LMB,2026-06-04 19:10,Dorados de Chihuahua,Caliente de Durango,Emilio Vargas,Spencer Turnbull,Caliente de Durango,60.70%,N/D,NO,Medio,38.8,56.0,73.5,73.5,30.0,45.0,25.0,60.0,NO APOSTAR,BAJA,5.79,5.79,2.77,5.00,5.00,2.60,232.00,219.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Caliente de Durango (60.7%) || B1 Pit: Dorados de Chihuahua=38.8 | Caliente de Durango=56.0 || B2 Of: Dorados de Chihuahua=73.5 | Caliente de Durango=73.5 || B3 Bp: Dorados de Chihuahua=30.0 | Caliente de Durango=45.0 || B4 Ef: Dorados de Chihuahua=25.0 | Caliente de Durango=60.0 || P: Emilio Vargas vs Spencer Turnbull | FIP: 5.79/5.00 K/BB: 2.77/2.60 Forma: 4-6 (W1) / 6-4 (L1),fallido,60.70%,Dorados de Chihuahua 3 - 2 Caliente de Durango,Dorados de Chihuahua,2026-06-04 05:35
846776,LMB,2026-06-04 18:00,Pericos de Puebla,Olmecas de Tabasco,Jose E. Martinez,Austin Warner,Olmecas de Tabasco,73.00%,N/D,NO,Medio,50.5,64.0,88.0,82.0,40.0,55.0,60.0,80.0,NO APOSTAR,BAJA,5.38,5.38,2.17,4.50,4.50,2.86,280.00,280.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Olmecas de Tabasco (73.0%) || B1 Pit: Pericos de Puebla=50.5 | Olmecas de Tabasco=64.0 || B2 Of: Pericos de Puebla=88.0 | Olmecas de Tabasco=82.0 || B3 Bp: Pericos de Puebla=40.0 | Olmecas de Tabasco=55.0 || B4 Ef: Pericos de Puebla=60.0 | Olmecas de Tabasco=80.0 || P: Jose E. Martinez vs Austin Warner | FIP: 5.38/4.50 K/BB: 2.17/2.86 Forma: 5-5 (W1) / 8-2 (L1),pendiente,73.00%,-,-,2026-06-04 00:41
846633,LMB,2026-06-04 19:30,Sultanes de Monterrey,Saraperos de Saltillo,Stephen Tarpley,Bryant Salgado,Sultanes de Monterrey,58.70%,N/D,NO,Medio,65.0,52.5,71.0,66.2,60.0,40.0,70.0,25.0,NO APOSTAR,BAJA,5.81,5.81,2.14,3.65,3.65,2.00,212.00,198.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Sultanes de Monterrey (58.7%) || B1 Pit: Sultanes de Monterrey=65.0 | Saraperos de Saltillo=52.5 || B2 Of: Sultanes de Monterrey=71.0 | Saraperos de Saltillo=66.2 || B3 Bp: Sultanes de Monterrey=60.0 | Saraperos de Saltillo=40.0 || B4 Ef: Sultanes de Monterrey=70.0 | Saraperos de Saltillo=25.0 || P: Stephen Tarpley vs Bryant Salgado | FIP: 5.81/3.65 K/BB: 2.14/2.00 Forma: 5-5 (W2) / 3-7 (L3),acertado,58.70%,Sultanes de Monterrey 6 - 3 Saraperos de Saltillo,Sultanes de Monterrey,2026-06-04 05:35
846673,LMB,2026-06-04 19:30,Conspiradores de Queretaro,Leones de Yucatan,Junior Guerra,?,Leones de Yucatan,51.20%,N/D,NO,Medio,26.2,72.0,79.5,44.8,15.0,65.0,15.0,25.0,NO APOSTAR,BAJA,7.89,7.89,0.77,4.58,4.58,2.69,262.00,137.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Leones de Yucatan (51.2%) || B1 Pit: Conspiradores de Queretaro=26.2 | Leones de Yucatan=72.0 || B2 Of: Conspiradores de Queretaro=79.5 | Leones de Yucatan=44.8 || B3 Bp: Conspiradores de Queretaro=15.0 | Leones de Yucatan=65.0 || B4 Ef: Conspiradores de Queretaro=15.0 | Leones de Yucatan=25.0 || P: Junior Guerra vs ? | FIP: 7.89/4.58 K/BB: 0.77/2.69 Forma: 3-7 (W1) / 5-5 (L1),fallido,51.20%,Conspiradores de Queretaro 11 - 5 Leones de Yucatan,Conspiradores de Queretaro,2026-06-04 05:38
846072,LMB,2026-06-04 20:35,Charros de Jalisco,Toros de Tijuana,Luis Payan,Adonis Medina,Toros de Tijuana,77.70%,N/D,NO,Medio,60.5,83.5,75.0,69.5,50.0,80.0,45.0,80.0,NO APOSTAR,BAJA,6.15,6.15,2.75,3.87,3.87,6.00,208.00,215.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Toros de Tijuana (77.7%) || B1 Pit: Charros de Jalisco=60.5 | Toros de Tijuana=83.5 || B2 Of: Charros de Jalisco=75.0 | Toros de Tijuana=69.5 || B3 Bp: Charros de Jalisco=50.0 | Toros de Tijuana=80.0 || B4 Ef: Charros de Jalisco=45.0 | Toros de Tijuana=80.0 || P: Luis Payan vs Adonis Medina | FIP: 6.15/3.87 K/BB: 2.75/6.00 Forma: 7-3 (W1) / 6-4 (L1),pendiente,77.70%,-,-,2026-06-04 00:41
846258,LMB,2026-06-05 18:30,Conspiradores de Queretaro,Tigres de Quintana Roo,Tyler Alexander,Collin Wiles,Tigres de Quintana Roo,52.10%,N/D,NO,Alto,26.2,50.5,81.0,64.2,15.0,45.0,15.0,25.0,NO APOSTAR,BAJA,6.25,6.25,1.37,5.54,5.54,1.88,270.00,176.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Tigres de Quintana Roo (52.1%) || B1 Pit: Conspiradores de Queretaro=26.2 | Tigres de Quintana Roo=50.5 || B2 Of: Conspiradores de Queretaro=81.0 | Tigres de Quintana Roo=64.2 || B3 Bp: Conspiradores de Queretaro=15.0 | Tigres de Quintana Roo=45.0 || B4 Ef: Conspiradores de Queretaro=15.0 | Tigres de Quintana Roo=25.0 || P: Tyler Alexander vs Collin Wiles | FIP: 6.25/5.54 K/BB: 1.37/1.88 Forma: 4-6 (W2) / 7-3 (W4),pendiente,52.10%,-,-,2026-06-05 00:38
846537,LMB,2026-06-05 19:00,Leones de Yucatan,Piratas de Campeche,Ronnie Williams,Jackson Tetreault,Leones de Yucatan,51.40%,N/D,NO,Medio,70.5,36.0,46.8,68.5,65.0,25.0,25.0,15.0,NO APOSTAR,BAJA,4.64,4.64,2.69,6.06,6.06,2.04,139.00,213.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Leones de Yucatan (51.4%) || B1 Pit: Leones de Yucatan=70.5 | Piratas de Campeche=36.0 || B2 Of: Leones de Yucatan=46.8 | Piratas de Campeche=68.5 || B3 Bp: Leones de Yucatan=65.0 | Piratas de Campeche=25.0 || B4 Ef: Leones de Yucatan=25.0 | Piratas de Campeche=15.0 || P: Ronnie Williams vs Jackson Tetreault | FIP: 4.64/6.06 K/BB: 2.69/2.04 Forma: 5-5 (L2) / 3-7 (L2),pendiente,51.40%,-,-,2026-06-05 00:38
846445,LMB,2026-06-06 16:05,Olmecas de Tabasco,Diablos Rojos del Mexico,?,?,Olmecas de Tabasco,74.30%,N/D,NO,Medio,65.5,42.5,82.0,89.5,55.0,25.0,80.0,80.0,NO APOSTAR,BAJA,4.69,4.69,2.58,5.06,5.06,2.51,289.00,328.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Olmecas de Tabasco (74.3%) || B1 Pit: Olmecas de Tabasco=65.5 | Diablos Rojos del Mexico=42.5 || B2 Of: Olmecas de Tabasco=82.0 | Diablos Rojos del Mexico=89.5 || B3 Bp: Olmecas de Tabasco=55.0 | Diablos Rojos del Mexico=25.0 || B4 Ef: Olmecas de Tabasco=80.0 | Diablos Rojos del Mexico=80.0 || P: ? vs ? | FIP: 4.69/5.06 K/BB: 2.58/2.51 Forma: 7-3 (W1) / 7-3 (W1),pendiente,74.30%,-,-,2026-06-05 00:38
846174,LMB,2026-06-05 19:00,El Aguila de Veracruz,Guerreros de Oaxaca,Jonathan Bermúdez,Luis Miranda,Guerreros de Oaxaca,48.90%,N/D,NO,Medio,44.0,44.8,61.8,76.5,35.0,35.0,15.0,70.0,APRETA TRIGGER LOCAL,MEDIA,5.58,5.58,1.90,5.86,5.86,2.08,172.00,266.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Guerreros de Oaxaca (48.9%) || B1 Pit: El Aguila de Veracruz=44.0 | Guerreros de Oaxaca=44.8 || B2 Of: El Aguila de Veracruz=61.8 | Guerreros de Oaxaca=76.5 || B3 Bp: El Aguila de Veracruz=35.0 | Guerreros de Oaxaca=35.0 || B4 Ef: El Aguila de Veracruz=15.0 | Guerreros de Oaxaca=70.0 || P: Jonathan Bermúdez vs Luis Miranda | FIP: 5.58/5.86 K/BB: 1.90/2.08 Forma: 3-7 (W2) / 2-8 (L7),pendiente,48.90%,-,-,2026-06-05 00:38
846828,LMB,2026-06-05 19:30,Pericos de Puebla,Bravos de Leon,Vladimir Gutierrez,Zac Lowther,Pericos de Puebla,60.90%,N/D,NO,Alto,50.5,32.2,85.0,89.0,40.0,20.0,60.0,70.0,NO APOSTAR,BAJA,5.44,5.44,2.18,4.57,4.57,1.20,287.00,334.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Pericos de Puebla (60.9%) || B1 Pit: Pericos de Puebla=50.5 | Bravos de Leon=32.2 || B2 Of: Pericos de Puebla=85.0 | Bravos de Leon=89.0 || B3 Bp: Pericos de Puebla=40.0 | Bravos de Leon=20.0 || B4 Ef: Pericos de Puebla=60.0 | Bravos de Leon=70.0 || P: Vladimir Gutierrez vs Zac Lowther | FIP: 5.44/4.57 K/BB: 2.18/1.20 Forma: 4-6 (L1) / 6-4 (L1),pendiente,60.90%,-,-,2026-06-05 00:38
846312,LMB,2026-06-05 19:30,Acereros del Norte,Sultanes de Monterrey,A.J. Candelario,Daniel Cruz,Sultanes de Monterrey,64.40%,N/D,NO,Medio,57.0,65.0,72.0,71.0,45.0,60.0,70.0,70.0,NO APOSTAR,BAJA,7.09,7.09,1.00,5.14,5.14,3.40,239.00,211.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Sultanes de Monterrey (64.4%) || B1 Pit: Acereros del Norte=57.0 | Sultanes de Monterrey=65.0 || B2 Of: Acereros del Norte=72.0 | Sultanes de Monterrey=71.0 || B3 Bp: Acereros del Norte=45.0 | Sultanes de Monterrey=60.0 || B4 Ef: Acereros del Norte=70.0 | Sultanes de Monterrey=70.0 || P: A.J. Candelario vs Daniel Cruz | FIP: 7.09/5.14 K/BB: 1.00/3.40 Forma: 5-5 (L2) / 5-5 (W2),pendiente,64.40%,-,-,2026-06-05 00:38
846631,LMB,2026-06-05 19:30,Dorados de Chihuahua,Saraperos de Saltillo,Caleb Smith,Erich Uelmen,Saraperos de Saltillo,51.20%,N/D,NO,Medio,38.8,52.5,73.5,66.2,30.0,40.0,25.0,25.0,NO APOSTAR,BAJA,6.60,6.60,1.67,4.11,4.11,3.00,238.00,198.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Saraperos de Saltillo (51.2%) || B1 Pit: Dorados de Chihuahua=38.8 | Saraperos de Saltillo=52.5 || B2 Of: Dorados de Chihuahua=73.5 | Saraperos de Saltillo=66.2 || B3 Bp: Dorados de Chihuahua=30.0 | Saraperos de Saltillo=40.0 || B4 Ef: Dorados de Chihuahua=25.0 | Saraperos de Saltillo=25.0 || P: Caleb Smith vs Erich Uelmen | FIP: 6.60/4.11 K/BB: 1.67/3.00 Forma: 5-5 (W2) / 3-7 (L3),pendiente,51.20%,-,-,2026-06-05 00:38
846722,LMB,2026-06-05 19:30,Caliente de Durango,Algodoneros Union Laguna,Devin Smeltzer,Touki Toussaint,Caliente de Durango,62.40%,N/D,NO,Medio,56.0,41.0,73.5,68.5,45.0,30.0,60.0,25.0,NO APOSTAR,BAJA,5.19,5.19,5.33,5.32,5.32,1.67,223.00,238.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Caliente de Durango (62.4%) || B1 Pit: Caliente de Durango=56.0 | Algodoneros Union Laguna=41.0 || B2 Of: Caliente de Durango=73.5 | Algodoneros Union Laguna=68.5 || B3 Bp: Caliente de Durango=45.0 | Algodoneros Union Laguna=30.0 || B4 Ef: Caliente de Durango=60.0 | Algodoneros Union Laguna=25.0 || P: Devin Smeltzer vs Touki Toussaint | FIP: 5.19/5.32 K/BB: 5.33/1.67 Forma: 6-4 (L2) / 5-5 (W2),pendiente,62.40%,-,-,2026-06-05 00:38
846488,LMB,2026-06-05 19:30,Charros de Jalisco,Rieleros de Aguascalientes,Zac Grotz,Ben Holmes,Charros de Jalisco,64.40%,N/D,NO,Medio,60.5,34.5,72.5,75.5,50.0,20.0,45.0,25.0,NO APOSTAR,BAJA,3.30,3.30,5.13,5.44,5.44,1.44,211.00,255.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Charros de Jalisco (64.4%) || B1 Pit: Charros de Jalisco=60.5 | Rieleros de Aguascalientes=34.5 || B2 Of: Charros de Jalisco=72.5 | Rieleros de Aguascalientes=75.5 || B3 Bp: Charros de Jalisco=50.0 | Rieleros de Aguascalientes=20.0 || B4 Ef: Charros de Jalisco=45.0 | Rieleros de Aguascalientes=25.0 || P: Zac Grotz vs Ben Holmes | FIP: 3.30/5.44 K/BB: 5.13/1.44 Forma: 7-3 (L1) / 4-6 (L2),pendiente,64.40%,-,-,2026-06-05 00:38
846075,LMB,2026-06-05 20:35,Tecos de los Dos Laredos,Toros de Tijuana,Cam Alldred,Daniel Martinez,Toros de Tijuana,65.90%,N/D,NO,Medio,65.0,80.5,67.2,72.0,60.0,75.0,45.0,80.0,APRETA TRIGGER LOCAL,MEDIA,9.49,9.49,2.75,4.65,4.65,1.43,207.00,222.00,100,100,100,100,N/D,N/D,N/D,N/D,0,0,N/D,N/D,Fav: Toros de Tijuana (65.9%) || B1 Pit: Tecos de los Dos Laredos=65.0 | Toros de Tijuana=80.5 || B2 Of: Tecos de los Dos Laredos=67.2 | Toros de Tijuana=72.0 || B3 Bp: Tecos de los Dos Laredos=60.0 | Toros de Tijuana=75.0 || B4 Ef: Tecos de los Dos Laredos=45.0 | Toros de Tijuana=80.0 || P: Cam Alldred vs Daniel Martinez | FIP: 9.49/4.65 K/BB: 2.75/1.43 Forma: 3-7 (W2) / 6-4 (W1),pendiente,65.90%,-,-,2026-06-05 00:38
823943,MLB,2026-06-05,Los Angeles Angels,Los Angeles Dodgers,Reid Detmers,Roki Sasaki,Los Angeles Dodgers,59.12%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),61.7,62.3,41.4,67.7,20.2,43.5,58.4,70.9,NO APOSTAR,BAJA,4.05,3.92,20.5%,3.83,3.71,15.9%,99,121,100,100,100,100,L,R,0.49,3.36,105,157,-2.5,-6.3,Favorito: Los Angeles Dodgers (59.1%) [BAJA] || Score_Pitcheo: Los Angeles Angels=53.0 | Los Angeles Dodgers=44.3 (diff=8.8) || Pitcheo: Los Angeles Angels FIP=4.05/xFIP=3.92 | Los Angeles Dodgers FIP=3.83/xFIP=3.71 || wRC+: Los Angeles Angels=99 | Los Angeles Dodgers=121 (diff=22) || PF=100 | Bullpen WAR: Los Angeles Angels=0.49 Los Angeles Dodgers=3.36 | Fatiga(72h): Los Angeles Angels=105 Los Angeles Dodgers=157 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),acertado,59.12%,Los Angeles Angels 0 - 1 Los Angeles Dodgers,Los Angeles Dodgers,2026-06-06 04:48
824914,MLB,2026-06-05,Pittsburgh Pirates,Atlanta Braves,Mitch Keller,Martín Pérez,Atlanta Braves,58.46%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),39.0,80.5,52.7,69.0,31.0,42.4,55.0,54.5,APRETA TRIGGER LOCAL,MEDIA,4.57,4.43,10.3%,2.87,2.78,11.2%,108,116,100,100,100,100,R,L,1.82,3.22,157,157,-1.5,-1.4,Favorito: Atlanta Braves (58.5%) [MEDIA] || Score_Pitcheo: Pittsburgh Pirates=31.6 | Atlanta Braves=36.8 (diff=5.1) || Pitcheo: Pittsburgh Pirates FIP=4.57/xFIP=4.43 | Atlanta Braves FIP=2.87/xFIP=2.78 || wRC+: Pittsburgh Pirates=108 | Atlanta Braves=116 (diff=8) || PF=99 | Bullpen WAR: Pittsburgh Pirates=1.82 Atlanta Braves=3.22 | Fatiga(72h): Pittsburgh Pirates=157 Atlanta Braves=157 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),acertado,58.46%,Pittsburgh Pirates 3 - 6 Atlanta Braves,Atlanta Braves,2026-06-06 01:52
823860,MLB,2026-06-05,Tampa Bay Rays,Miami Marlins,Drew Rasmussen,Ryan Gusto,Tampa Bay Rays,59.48%,N/D,NO,Abridor local pocas IP (5 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),88.5,24.0,38.5,38.5,27.3,29.3,30.7,50.9,NO APOSTAR,BAJA,2.85,2.76,18.7%,10.26,9.94,19.0%,101,101,100,100,100,100,R,R,1.36,1.61,105,105,5.8,-0.3,Favorito: Tampa Bay Rays (59.5%) [BAJA] || Score_Pitcheo: Tampa Bay Rays=51.8 | Miami Marlins=37.8 (diff=14.0) || Pitcheo: Tampa Bay Rays FIP=2.85/xFIP=2.76 | Miami Marlins FIP=10.26/xFIP=9.94 || wRC+: Tampa Bay Rays=101 | Miami Marlins=101 (diff=0) || PF=96 | Bullpen WAR: Tampa Bay Rays=1.36 Miami Marlins=1.61 | Fatiga(72h): Tampa Bay Rays=105 Miami Marlins=105 || Riesgo: Abridor local pocas IP (5 IP) | Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h),acertado,59.48%,Tampa Bay Rays 6 - 0 Miami Marlins,Tampa Bay Rays,2026-06-06 01:52
824673,MLB,2026-06-05,San Francisco Giants,Chicago Cubs,Robbie Ray,Edward Cabrera,Chicago Cubs,53.86%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (53.9% < 57.0%),55.1,39.0,41.8,61.1,13.7,18.0,52.6,47.7,APRETA TRIGGER LOCAL,MEDIA,3.91,3.79,9.5%,4.74,4.59,13.2%,104,110,100,100,100,100,L,R,-0.32,0.21,157,172,-0.8,0.7,Favorito: Chicago Cubs (53.9%) [MEDIA] || Score_Pitcheo: San Francisco Giants=31.3 | Chicago Cubs=37.1 (diff=5.8) || Pitcheo: San Francisco Giants FIP=3.91/xFIP=3.79 | Chicago Cubs FIP=4.74/xFIP=4.59 || wRC+: San Francisco Giants=104 | Chicago Cubs=110 (diff=6) || PF=97 | Bullpen WAR: San Francisco Giants=-0.32 Chicago Cubs=0.21 | Fatiga(72h): San Francisco Giants=157 Chicago Cubs=172 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (53.9% < 57.0%),fallido,53.86%,San Francisco Giants 18 - 3 Chicago Cubs,San Francisco Giants,2026-06-05 23:15
823455,MLB,2026-06-05,Chicago White Sox,Philadelphia Phillies,Anthony Kay,Jesús Luzardo,Chicago White Sox,56.64%,N/D,NO,Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (56.6% < 57.0%),45.7,53.5,50.0,22.6,35.6,49.5,48.2,33.6,NO APOSTAR,BAJA,4.18,4.05,7.7%,4.33,4.20,19.1%,105,85,100,100,100,100,L,L,2.38,4.09,105,157,0.5,4.9,Favorito: Chicago White Sox (56.6%) [BAJA] || Score_Pitcheo: Chicago White Sox=27.2 | Philadelphia Phillies=49.7 (diff=22.5) || Pitcheo: Chicago White Sox FIP=4.18/xFIP=4.05 | Philadelphia Phillies FIP=4.33/xFIP=4.20 || wRC+: Chicago White Sox=105 | Philadelphia Phillies=85 (diff=20) || PF=100 | Bullpen WAR: Chicago White Sox=2.38 Philadelphia Phillies=4.09 | Fatiga(72h): Chicago White Sox=105 Philadelphia Phillies=157 || Riesgo: Bullpen visitante fatigado (B-Ref 72h) | Bullpen local fatigado (B-Ref 72h) | ⚠️ Señal débil (56.6% < 57.0%),fallido,56.64%,Chicago White Sox 6 - 8 Philadelphia Phillies,Philadelphia Phillies,2026-06-06 01:52
